A Thousand Horses;Smoke;0.788;gDWepmUXk3w
A Thousand Horses;Livin' My Best Life;0.948;ZAGk7kYp7k4
A Thousand Horses;(This Ain’t No) Drunk Dial;0.894;dCN4QH2peJQ
A Thousand Horses;Blaze of Somethin';0.825;a6wyFpE_UcY
A Thousand Horses;Preachin' to the Choir;0.825;HDTIeigXD9I
A Thousand Horses;Bridges;0.722;wDEWWiGK03E
A Thousand Horses;Trailer Trashed;0.944;vHxSUj4xdvw
A Thousand Horses;My Time's Comin';0.835;VIq0TRkKJf4
A Thousand Horses;Southernality;0.885;T0smnZmfhtw
A Thousand Horses;Tennessee Whiskey;0.751;VmuKKXpjem8
ABBA;Dancing Queen;0.884;xFrGuyw1V8s
ABBA;Gimme! Gimme! Gimme! (A Man After Midnight);0.492;XEjLoHdbVeE
ABBA;The Winner Takes It All;0.785;iyIOl-s7JTU
ABBA;Mamma Mia;0.754;unfzfe8f9NI
ABBA;Super Trouper;0.626;BshxCIjNEjY
ABBA;Take A Chance On Me;0.685;-crgQGdpZR0
ABBA;Waterloo;0.926;Sj_9CiNkkn4
ABBA;Chiquitita;0.555;p4QqMKe3rwY
ABBA;Fernando;0.526;dQsjAbZDx-4
ABBA;Lay All Your Love On Me;0.722;2seCB54Bv-c
Alan Jackson;Chattahoochee;0.706;JW5UEW2kYvc
Alan Jackson;It's Five O'Clock Somewhere;0.772;BPCjC543llU
Alan Jackson;Remember When;0.314;TTA2buWlNyM
Alan Jackson;I Don't Need Your Rockin' Chair - Version w/special guests;0.602;nElFaq5pYcY
Alan Jackson;Country Boy;0.684;JnX2BoZE9w4
Alan Jackson;Don't Rock the Jukebox;0.637;RMDq-MnpbTo
Alan Jackson;Gone Country;0.679;si-ja75bFvI
Alan Jackson;Drive (For Daddy Gene);0.579;dQe3DKDQRRs
Alan Jackson;Good Time;0.767;PSROm-vgVRk
Alan Jackson;Livin' On Love;0.55;DDXLmYyFu4I
Albert King;Born Under A Bad Sign - Mono Mix;0.483;qyqXDM3mFhM
Albert King;The Sky Is Crying;0.469;l-Ix0kP7954
Albert King;Crosscut Saw - Mono Mix;0.412;943N-m-f1_k
Albert King;I Wanna Get Funky;0.445;Jhx5Jg27txo
Albert King;Call It Stormy Monday;0.612;KphVMfNO18M
Albert King;The Hunter;0.417;i2_qXrLH34k
Albert King;I'll Play The Blues For You - Pt. 1;0.543;6SP5JHLqXM8
Albert King;I'll Play The Blues For You - Edit;0.317;6SP5JHLqXM8
Albert King;Travelin' Man;0.618;MhSp06x1o3c
Albert King;Oh, Pretty Woman - Mono Mix;0.388;ZEL0LmUr1r8
Alice Cooper;Poison;0.908;Qq4j1LtCdww
Alice Cooper;School's Out;0.745;2Oo8QzDHimQ
Alice Cooper;No More Mr. Nice Guy;0.515;KN6ngThqMEs
Alice Cooper;Feed My Frankenstein;0.917;NO2cHJmDkBg
Alice Cooper;I'm Eighteen;0.413;jXZcJojTucg
Alice Cooper;Welcome to My Nightmare;0.717;aOeP4p1fjMs
Alice Cooper;Under My Wheels;0.798;GsBrCX5Y5GA
Alice Cooper;He's Back (The Man Behind The Mask);0.522;xz-y3SJyEVA
Alice Cooper;Only Women Bleed;0.476;dTx6S4kXbXc
Alice Cooper;I Never Cry;0.284;v7B37FoYTME
Alison Krauss;Whiskey Lullaby;0.333;IZbN_nmxAGk
Alison Krauss;Down To The River To Pray - From “O Brother, Where Art Thou” Soundtrack;0.207;zSif77IVQdY
Alison Krauss;Same Old Train;0.601;X5NkHH_1krM
Alison Krauss;Didn't Leave Nobody But The Baby;0.105;p2weIVqWXOw
Alison Krauss;I'll Fly Away;0.26;1BPoMIQHwpo
Alison Krauss;Baby Mine;0.218;kCjhm-qLERQ
Alison Krauss;You Will Be My Ain True Love;0.215;Qu4oNU3rtac
Alison Krauss;Baby, Now That I've Found You;0.239;ddLFk_TKPRs
Alison Krauss;Killing the Blues;0.438;gwg2sdRdahM
Alison Krauss;Gone Gone Gone (Done Moved On);0.66;3DT7pzJPybM
The All-American Rejects;Gives You Hell;0.725;uxUATkpMQ8A
The All-American Rejects;Dirty Little Secret;0.942;gPDcwjJ8pLg
The All-American Rejects;Swing, Swing;0.717;KtypSRcwIhA
The All-American Rejects;Move Along;0.922;XleOkGsYgO8
The All-American Rejects;It Ends Tonight;0.676;yfdAGkjHGac
The All-American Rejects;Send Her To Heaven;0.809;ZtAdgP7KpE0
The All-American Rejects;Sweat;0.504;2BsRrpW2vDc
The All-American Rejects;Jack's Lament;0.363;JlI1gvyO1iI
The All-American Rejects;My Paper Heart;0.849;voPz7hygOhk
The All-American Rejects;I Wanna;0.893;Qwm7crkV124
The Allman Brothers Band;Ramblin' Man;0.692;7KeoYzHPKF0
The Allman Brothers Band;Midnight Rider;0.532;TCRS4DRmf_w
The Allman Brothers Band;Jessica;0.745;yRDivUb5EeA
The Allman Brothers Band;Blue Sky;0.47;wwyXQn9g40I
The Allman Brothers Band;Melissa;0.362;Pwbowi-8Yoo
The Allman Brothers Band;Soulshine;0.503;pDIQ7Otf1mw
The Allman Brothers Band;Ain't Wastin' Time No More;0.607;h2Ro7LLEaQQ
The Allman Brothers Band;Whipping Post;0.64;FUvxRjYqjEQ
The Allman Brothers Band;Will The Circle Be Unbroken - Live;0.745;hT-0vKWsOQU
The Allman Brothers Band;One Way Out - Live At The Final Fillmore East Concert, 1971;0.733;UCt-9JFHL7U
Amy Winehouse;Back To Black;0.725;TJAfLE39ZZ8
Amy Winehouse;Rehab;0.872;KUmZp8pR1uc
Amy Winehouse;You Know I'm No Good;0.806;b-I2s5zRbHg
Amy Winehouse;Valerie - Live At BBC Radio 1 Live Lounge, London / 2007;0.365;Xv7vQPuH_nE
Amy Winehouse;Tears Dry On Their Own;0.871;ojdbDYahiCQ
Amy Winehouse;Love Is A Losing Game;0.561;nMO5Ko_77Hk
Amy Winehouse;Stronger Than Me;0.522;7CYE0DYIbaw
Amy Winehouse;Our Day Will Come;0.634;CxYRbzGi8Rg
Amy Winehouse;Me & Mr Jones;0.803;PLuf3VsrO4g
Amy Winehouse;Will You Still Love Me Tomorrow? - 2011;0.624;VJeK7bHmDcg
Andre Rieu;Love Theme (from "Romeo and Juliet");0.224;TEVGLXVhhns
Andre Rieu;Can't Help Falling In Love;0.251;YuH_90giGTQ
Andre Rieu;Only Love;0.267;4z6qVPLctIE
Andre Rieu;Cavalleria Rusticana: Intermezzo Sinfonico;0.329;k1IDfrdM1E0
Andre Rieu;The Lonely Shepherd;0.287;orL-w2QBiN8
Andre Rieu;Ballade pour Adeline;0.392;qMuKw1NYpjs
Andre Rieu;And The Waltz Goes On;0.359;1LGVGekPSzo
Andre Rieu;The Second Waltz, Op. 99a;0.233;vauo4o-ExoY
Andre Rieu;Time To Say Goodbye;0.321;DVbOxh7tQCc
Andre Rieu;Sleepy Shores;0.258;Ow8ECgOEFxs
Andrea Bocelli;Perfect Symphony (Ed Sheeran & Andrea Bocelli);0.417;eiDiKwbGfIY
Andrea Bocelli;Con Te Partirò;0.367;TdWEhMOrRpQ
Andrea Bocelli;Vivo per lei;0.456;ciawICBvQoE
Andrea Bocelli;The Prayer;0.321;qt_OkgSOrkU
Andrea Bocelli;Return To Love - Radio Version;0.574;tLCdOc3IzCY
Andrea Bocelli;Bésame Mucho;0.505;fTxcrjBGves
Andrea Bocelli;Fall On Me;0.149;ChcR2gKt5WM
Andrea Bocelli;Time To Say Goodbye (Con Te Partirò);0.435;g3ENX3aHlqU
Andrea Bocelli;Return To Love;0.434;tLCdOc3IzCY
Andrea Bocelli;Cuando Me Enamoro;0.619;NfU99xfo8MY
Andrew W.K.;Party Hard;0.992;WccfbPQNMbg
Andrew W.K.;Ready To Die;0.864;Tlu1ZfYr6vA
Andrew W.K.;She Is Beautiful;0.955;0ZyhB1-Yb4U
Andrew W.K.;We Want Fun;0.92;LofXZ0j3XtI
Andrew W.K.;It's Time To Party;0.984;_US9odwPBhk
Andrew W.K.;I Get Wet;0.995;nBPCaArtW0k
Andrew W.K.;Music Is Worth Living For;0.994;-CBTyi-ovO8
Andrew W.K.;Ever Again;0.861;U_EupMUsb50
Andrew W.K.;Girls Own Love;0.958;ri7fU5xhgFk
Andrew W.K.;Party Til You Puke;0.995;8q1F2l0CcMw
Anthrax;Madhouse;0.885;uGHsxMqpL0c
Anthrax;Caught In A Mosh;0.991;zlLn0UicWrM
Anthrax;Indians;0.941;RzpRU347BDU
Anthrax;Got The Time;0.908;be7iNHw8QoQ
Anthrax;Bring The Noise;0.827;kl1hgXfX5-U
Anthrax;Antisocial;0.823;Hx_m7Y9nGtU
Anthrax;I Am The Law;0.987;p3ta5ahB-6w
Anthrax;Bring Tha Noize;0.78;kl1hgXfX5-U
Anthrax;Keep It In The Family;0.723;G_7WHwB71IU
Anthrax;Among The Living;0.987;qZ0-Yj52ErQ
Antonio Carlos Jobim;Águas De Março;0.393;E1tOV7y94DY
Antonio Carlos Jobim;The Girl From Ipanema;0.323;aFlEOn20UiA
Antonio Carlos Jobim;Só Tinha De Ser Com Você;0.372;GrqUU5AE7Nk
Antonio Carlos Jobim;Garota De Ipanema;0.609;aFlEOn20UiA
Antonio Carlos Jobim;Para Machuchar Meu Coracao;0.156;L9ocIa2W19Y
Antonio Carlos Jobim;Corcovado;0.187;6_F7MX1hGtU
Antonio Carlos Jobim;Triste;0.322;rC4kDdC70AM
Antonio Carlos Jobim;O Morro Nao Tem Vez;0.233;WZdXkViIkVg
Antonio Carlos Jobim;Pela Luz dos Olhos Teus - Bonus Track;0.263;bmzqgVhAYAg
Apache Indian;Boom Shack-A-Lak - Edit;0.585;kZzBd41NuZw
Apache Indian;Boom Shack-A-Lak;0.701;kZzBd41NuZw
Apache Indian;Om Namah Shivaya;0.559;eXpHDkdahqE
Apache Indian;Boom Shack-A-Lak (2016 Redux);0.778;u0cI_rgH72o
Apache Indian;Run Run;0.829;i6IeBIc3rVw
Apache Indian;Raggamuffin Girl;0.965;N0B636EIlyE
Apache Indian;Chok There;0.819;_esuL26ZB5I
Apache Indian;A Star Lovin;0.663;DY-hUCvcv7k
Apache Indian;No Problem - Love Birds / Soundtrack Version;0.655;8uOIbkKoVYg
Apache Indian;Arranged Marriage;0.831;8W2m7BpIofM
Arcade Fire;The Suburbs;0.682;5Euj9f3gdyM
Arcade Fire;Wake Up;0.8;9zdNdjF-htY
Arcade Fire;Everything Now;0.865;zC30BYR3CUk
Arcade Fire;Rebellion (Lies);0.933;8vN2vqaEBhM
Arcade Fire;My Body Is a Cage;0.502;Pyp34v6Lmcc
Arcade Fire;Ready to Start;0.932;9oI27uSzxNQ
Arcade Fire;Put Your Money on Me;0.768;dHC6I7v-1Pc
Arcade Fire;Sprawl II (Mountains Beyond Mountains);0.81;NuSbELCNloc
Arcade Fire;Creature Comfort;0.949;xzwicesJQ7E
Arcade Fire;Neighborhood #1 (Tunnels);0.738;VU_2R1rjbD8
Ariana Grande;Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey);0.721;leopt__ATR0
Ariana Grande;boyfriend (with Social House);0.795;9SRxBTtspYM
Ariana Grande;7 rings;0.317;QYh6mYIJG2Y
Ariana Grande;thank u, next;0.653;gl1aHhXnN1k
Ariana Grande;break up with your girlfriend, i'm bored;0.554;LH4Y1ZUUx2g
Ariana Grande;no tears left to cry;0.713;ffxKSjUwKdU
Ariana Grande;Good As Hell (feat. Ariana Grande) - Remix;0.892;tf6iaFf6mbA
Ariana Grande;God is a woman;0.658;kHLHSlExFis
Ariana Grande;One Last Time;0.593;Wg92RrNhB8s
Ariana Grande;Side To Side;0.736;SXiSVQZLje8
Arrested Development;People Everyday;0.508;a_4Y7Cei_bw
Arrested Development;Mr. Wendal;0.37;wyDjRd0Tjss
Arrested Development;Tennessee;0.661;6VCdJyOAQYM
Arrested Development;Africa's Inside Me;0.635;yeIkGeCd6-g
Arrested Development;Pride;0.301;IYiT92kODVA
Arrested Development;Honeymoon Day;0.678;c3lvfFUUgcY
Arrested Development;Mama's Always On Stage;0.788;a8BB3wEutdg
Arrested Development;Give A Man A Fish;0.704;o68RjNum89c
Arrested Development;Since The Last Time;0.669;Ikb-dGMGgDM
Ashley Campbell;The Little Things You Do Together;0.221;ShMGCt5uyG4
Ashley Campbell;Side by Side by Side;0.293;UAn3ZjpoHws
Ashley Campbell;Poor Baby;0.0541;Fo8oJfmR9FI
Astrud Gilberto;Agua De Beber;0.319;O0gzsR-40Bw
Astrud Gilberto;Quiet Nights Of Quiet Stars (Corcovado);0.103;W-YnyZG8fNU
Astrud Gilberto;Fly Me To The Moon;0.306;DudoQ_yx0yo
Astrud Gilberto;Moonlight In Vermont;0.319;HuCySPXQiY8
Astrud Gilberto;Summer Samba (So Nice);0.461;0hB5F972QUk
Astrud Gilberto;Berimbau;0.459;4uuSaOZg8hI
Astrud Gilberto;Solo el Fin (For All We Know) (with Stanley Turrentine);0.0659;YRxF9Lx9w_Q
Astrud Gilberto;Only Trust Your Heart;0.33;XqWjOKLwC1o
Astrud Gilberto;A Garota de Ipanema;0.392;c5QfXjsoNe4
Astrud Gilberto;The Shadow Of Your Smile;0.359;VAx0n_1RK2k
Aswad;Don't Turn Around;0.822;sI1UxHxP29I
Aswad;Shine;0.871;IIw3BtSPHtI
Aswad;Dub Fire;0.324;6GWw0hwjLxM
Aswad;I A Rebel Soul;0.305;HiOkpwCqNWM
Aswad;Back To Africa;0.159;x5ReWC2T7xE
Aswad;Roots Rocking;0.408;ybOCj2El0cA
Aswad;On And On;0.721;yxV2jhMfTeA
Aswad;Need Your Love - BBC Session Session Date: 1984 Programme Number: 99YJ7015;0.785;0x0r6mWNGI4
Aswad;Give A Little Love;0.757;g_WINUbpjmM
Atlanta Rhythm Section;So Into You;0.412;QyIZ3pYKOQM
Atlanta Rhythm Section;Spooky;0.657;cMAo0m4E4Lc
Atlanta Rhythm Section;Homesick;0.698;wawp5NNKOi0
Atlanta Rhythm Section;Outlaw Music;0.34;LP1UrNjMy6Y
Atlanta Rhythm Section;Champagne Jam;0.593;2ZmH22JADJs
Atlanta Rhythm Section;Imaginary Lover;0.367;fCPnwSFN0ZM
Atlanta Rhythm Section;Going to Shangri-La;0.485;3l1RircBYjM
Atlanta Rhythm Section;Georgia Rhythm;0.483;pKCjEUbf6O0
Atlanta Rhythm Section;Alien;0.477;uHvTXJzNpTk
Atlanta Rhythm Section;Imaginary Lover - Rerecorded;0.476;H1x-EJNnKQA
Audioslave;Like a Stone;0.568;7QU1nvuxaMA
Audioslave;Show Me How to Live;0.854;vVXIK1xCRpY
Audioslave;Be Yourself;0.845;WC5FdFlUcl0
Audioslave;Cochise;0.873;KDMvN45sjo4
Audioslave;I Am the Highway;0.662;hWlkmkZW2hk
Audioslave;Doesn't Remind Me;0.779;lBFdX37Qpnk
Audioslave;Gasoline;0.716;62_0ZHhOo58
Audioslave;Shadow on the Sun;0.658;dfF4t9-wpCM
Audioslave;What You Are;0.687;Pz-TZPzA0mc
Audioslave;Sound Of A Gun;0.867;_pzKB-STq5k
B.B. King;The Thrill Is Gone;0.46;4fk2prKnYnI
B.B. King;Riding with the King;0.796;sJK78Y3zoQk
B.B. King;We Are The World - Live;0.714;EwEYTrlVbPk
B.B. King;Ten Long Years;0.551;oFDraWR1Imc
B.B. King;Hummingbird;0.593;fERk1AVu2CM
B.B. King;When My Heart Beats Like a Hammer;0.543;OcwBQUcjJfQ
B.B. King;When Love Comes To Town;0.665;r3wgoaONzwo
B.B. King;Key to the Highway;0.538;wNId8clBdbI
B.B. King;Three O'Clock Blues;0.568;KEfzmf8CiAs
Badfinger;Baby Blue - Remastered 2010;0.877;33oAuvbRg-c
Badfinger;No Matter What - Remastered 2010;0.743;ffzfa_PYUmY
Badfinger;Dear Angie - Remastered 2010;0.417;CegmRpTCyok
Badfinger;Day After Day - Remastered 2010;0.687;yOsnns22KdE
Badfinger;Come And Get It - Remastered 2010;0.629;QD-07UD0W-Y
Badfinger;Without You - Remastered 2010;0.339;RUjIuKYZylg
Badfinger;Believe Me - Remastered 2010;0.406;58Djn2u3dq4
Badfinger;Crimson Ship - Remastered 2010;0.588;UvrCkr-Qnak
Badfinger;I'd Die Babe - Remastered 2010;0.669;UuE8jXCmoX4
Badfinger;Fisherman - Remastered 2010;0.281;NOlCrFQchJY
The Band;La Muñeca Vestido de Azul;0.297;_BcyNGuqr6c
The Band;La Pobre Viejecita;0.53;QLRTvZOd9vA
The Band;Cutufato y Su Gato;0.521;BS7X5BB6zHo
The Band;La Vaca Lola;0.52;z3Ff7ABA_5Y
The Band;Sol Solecito;0.614;xbnYmgsTFio
The Band;Las Calaveras Salen de Su Tumba;0.803;3BeTsrYAuqk
The Band;Pin Pon;0.338;TdabLfd8hi4
The Band;Los Pollitos Dicen;0.211;iG9hUKTz8E0
The Band;El Barquito Chiquitico;0.628;cpefXJXrH3s
The Band;Pinocho;0.515;Vo-H3VoxnDM
Barclay James Harvest;Life Is for Living;0.639;xSQZMn3kL58
Barclay James Harvest;Mocking Bird;0.335;iGvyG3SOMQg
Barclay James Harvest;Galadriel;0.151;H2AWFbMiRTQ
Barclay James Harvest;Waiting On the Borderline;0.453;W6OGo4IgpAI
Barclay James Harvest;She Said;0.579;wP_FsvLQ4R4
Barclay James Harvest;How Do You Feel Now?;0.259;gLZS8SrA3t0
Barclay James Harvest;Echoes and Shadows;0.411;7fvM5eHJEx4
Barclay James Harvest;Early Morning - A-Side Single 1968;0.434;6Px_oDm-4yw
Barclay James Harvest;Mother Dear;0.252;E4tskHmLmS4
Barclay James Harvest;Medicine Man;0.344;37FjvvwS47k
Barry White;You're The First, The Last, My Everything;0.571;tB54XUhA9_w
Barry White;Can't Get Enough Of Your Love, Babe;0.659;x0I6mhZ5wMw
Barry White;Just The Way You Are;0.327;XF8ZRjfGACA
Barry White;Let The Music Play;0.813;V3eOuK_-c34
Barry White;Never, Never Gonna Give Ya Up - Long Version;0.798;eLdSYF0WxyE
Barry White;I'm Gonna Love You Just A Little More Baby;0.486;x6AL1XnHJZs
Barry White;You See The Trouble With Me;0.583;sDgbBjeMy90
Barry White;What Am I Gonna Do With You;0.869;UMQ2Im2BoiM
The Beach Boys;Wouldn't It Be Nice - Stereo Mix;0.629;6Vv_dkDwZeQ
The Beach Boys;Surfin' U.S.A. - Remastered;0.854;H0bhSGfKTs4
The Beach Boys;Good Vibrations - Remastered;0.473;gO071XuztZA
The Beach Boys;God Only Knows - Remastered;0.487;CWPo5SC3zik
The Beach Boys;Kokomo;0.637;fJWmbLS2_ec
The Beach Boys;I Get Around (Mono);0.625;RZRme62DaXE
The Beach Boys;Don't Worry Baby - Remastered 2001;0.464;EYHBsWeobjA
The Beach Boys;Sloop John B - Remastered;0.745;MWJXTdCVsKI
The Beach Boys;California Girls - Remix/Remastered;0.62;cdNRiZ0kwR8
The Beach Boys;Barbara Ann;0.669;vPRonG87eKw
Beastie Boys;Sabotage;0.938;z5rRZdiu1UE
Beastie Boys;Intergalactic - Remastered;0.864;NAK66ZNR8s8
Beastie Boys;Fight For Your Right;0.72;eBShN8qT4lk
Beastie Boys;No Sleep Till Brooklyn;0.415;07Y0cy-nvAg
Beastie Boys;Brass Monkey;0.415;s0dxhSPoBjY
Beastie Boys;Paul Revere;0.352;wqipMcwJeQI
Beastie Boys;Girls;0.723;GoFB2R_AUwM
Beastie Boys;So What'Cha Want - 1999 - Remaster;0.978;_24wbiA5eD8
Beastie Boys;Sure Shot;0.799;JhqyZeUlE8U
Beastie Boys;Ch-Check It Out;0.899;6iuGp9gUeNk
The Beatles;Here Comes The Sun - Remastered 2009;0.54;U_O1QKQCsGs
The Beatles;Let It Be - Remastered 2009;0.403;QDYfEBY9NM4
The Beatles;Come Together - Remastered 2009;0.376;45cYwDMibGo
The Beatles;Yesterday - Remastered 2009;0.179;NrgmdOz227I
The Beatles;Hey Jude - Remastered 2015;0.607;kl2pFgEywng
The Beatles;I Want To Hold Your Hand - Remastered 2015;0.715;v1HDt1tknTc
The Beatles;Twist And Shout - Remastered 2009;0.849;2RicaUqd9Hg
The Beatles;Blackbird - Remastered 2009;0.127;Man4Xw8Xypo
The Beatles;In My Life - Remastered 2009;0.435;YBcdt6DsLQA
The Beatles;Help! - Remastered 2009;0.725;MKUex3fci5c
Beck;Loser;0.627;YgSPaXgAdzE
Beck;Uneventful Days;0.602;6AF_CJhpTzQ
Beck;Night Running;0.946;fBc08yzdB4c
Beck;Up All Night;0.908;Tj08Ni3tklw
Beck;Dreams;0.938;oTM3YPTYNo0
Beck;Saw Lightning;0.911;NXrlWw3yhW4
Beck;Debra;0.605;qL_9zWmDcjs
Beck;E-Pro - CapeLion V2 Remix;0.865;X-Y2BL_g3lY
Beck;Wow;0.643;pyCkhPTU13w
Beck;Colors;0.871;WRCA_Fo0rWA
Bee Gees;Stayin' Alive - From "Saturday Night Fever" Soundtrack;0.826;Fa9n7GirhsI
Bee Gees;How Deep Is Your Love;0.357;XpqqjU7u5Yc
Bee Gees;Night Fever - From "Saturday Night Fever" Soundtrack;0.795;op5FxEs1aR0
Bee Gees;More Than A Woman - From "Saturday Night Fever" Soundtrack;0.683;zwyKQnbDJRg
Bee Gees;You Should Be Dancing - Edit;0.725;FgXTygS865M
Bee Gees;I Started A Joke;0.456;b3kBDtjRtB0
Bee Gees;To Love Somebody;0.378;QHtGu0OGEpc
Bee Gees;Too Much Heaven;0.439;i6iBAuwBODA
Bee Gees;Tragedy;0.532;WJcozEOWgxI
Bee Gees;You Win Again;0.844;xviuC-0FwQ0
Belinda Carlisle;Heaven Is A Place On Earth;0.786;P-WP6POdTgY
Belinda Carlisle;Summer Rain;0.797;wssIZOBV9i4
Belinda Carlisle;La Luna;0.605;1RergWOAFoc
Belinda Carlisle;Mad About You;0.655;XmdtJWmR9zQ
Belinda Carlisle;Circle In The Sand;0.634;IS2Fs2nGOl0
Belinda Carlisle;I Get Weak;0.727;Pbtpm7zpNA8
Belinda Carlisle;Leave A Light On;0.798;pmZYE8j2ZNs
